color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,X
Color,Rob Reiner,31,130,0,723,Virginia Madsen,2000,13052741,1391
Color,Scott Hicks,95,127,96,577,Reeve Carney,746,14378353,1392
Color,Mikael Håfström,267,114,101,2000,Colin O'Donoghue,12000,33037754,1393
Color,Andrew Niccol,175,106,487,263,Xander Berkeley,685,12339633,1394
Color,Andrew Bergman,63,95,31,450,Nathan Lane,944,2954405,1395
Color,Kirk De Micco,85,81,16,387,Kenan Thompson,541,30105968,1396
Color,Chris Rock,44,95,0,642,Dylan Baker,1000,37788228,1397
Color,Todd Phillips,334,108,480,706,Rob Riggle,14000,277313371,1398
Color,Wilson Yip,78,105,25,51,Lynn Hung,461,2126511,1399
Color,Jay Roach,199,95,116,481,Verne Troyer,45000,205399422,1400
Color,Tim Burton,186,126,13000,488,Jack Palance,920,251188924,1401
Color,Roland Joffé,77,102,596,785,Dougray Scott,877,1068392,1402
Color,Richard Donner,68,121,503,94,Nick Chinlund,808,144731527,1403
Color,John Lee Hancock,261,129,102,624,Quinton Aaron,768,255950375,1404
,,,,,,,,,1405
Color,Robert Rodriguez,122,88,0,640,Cheech Marin,2000,112692062,1406
Color,Seth Gordon,340,106,91,64,Lindsay Sloane,18000,117528646,1407
Color,Ethan Coen,493,110,1000,538,Jeff Bridges,13000,171031347,1408
Color,David Frankel,208,109,64,505,Anne Hathaway,11000,124732962,1409
Color,Robert Wise,134,143,338,643,Nichelle Nichols,12000,82300000,1410
Color,Seth Gordon,275,120,91,680,Eric Stonestreet,4000,134455175,1411
Color,Martin Scorsese,120,128,17000,387,Robert Mitchum,22000,79100000,1412
Color,Robert Luketic,144,123,126,1000,Jim Sturgess,18000,81159365,1413
Color,Judd Apatow,332,129,0,213,Randall Park,492,110008260,1414
Color,Kevin Rodney Sullivan,104,105,8,278,Nicole Sullivan,1000,67962333,1415
Color,Anthony Minghella,116,162,333,362,Kristin Scott Thomas,14000,78651430,1416
Color,Curtis Hanson,177,138,161,210,Matt McCoy,18000,64604977,1417
Color,Mike Mitchell,127,100,31,591,Kelly Preston,947,63939454,1418
Color,Frank Oz,83,90,0,945,Wilford Brimley,19000,63826569,1419
Color,Roger Donaldson,97,108,79,25,Marg Helgenberger,900,60054449,1420
Color,Wes Craven,256,101,0,574,Lin Shaye,40000,26505000,1421
Color,Tarsem Singh,225,109,763,311,Jake Weber,812,61280963,1422
Color,Randall Wallace,83,132,130,80,Anne Parillaud,29000,56876365,1423
Color,Randall Wallace,160,123,130,426,Kevin Connolly,826,59699513,1424
Color,Kevin Munroe,191,87,14,691,Sarah Michelle Gellar,11000,54132596,1425
Color,Michael Tollin,74,109,19,568,Riley Smith,1000,52277485,1426
Color,Will Gluck,238,109,87,923,Justin Timberlake,15000,55802754,1427
Color,Nicholas Stoller,177,92,89,190,Ike Barinholtz,17000,55291815,1428
Color,John Lee Hancock,405,125,102,825,Ruth Wilson,15000,83299761,1429
Color,Spike Lee,61,202,0,318,Delroy Lindo,18000,48169908,1430
Color,Judd Apatow,285,134,0,120,Maude Apatow,529,67523385,1431
Color,Walt Becker,124,88,12,931,Bernie Mac,49000,49474048,1432
Color,Patrick Tatopoulos,164,92,148,227,Kevin Grevioux,978,45802315,1433
Color,Ken Kwapis,120,91,42,766,Christine Taylor,49000,43792641,1434
Color,Dennis Dugan,90,75,221,553,Jon Heder,11000,57651794,1435
Color,Gary David Goldberg,120,98,30,664,Victor Webster,944,43894863,1436
Color,Mike Newell,117,147,179,646,Al Pacino,40000,41954997,1437
Color,Paul W.S. Anderson,226,100,545,766,Jaymes Butler,14000,39532308,1438
Color,Tobe Hooper,223,120,365,723,Zelda Rubinstein,887,76600000,1439
Color,Ethan Coen,193,104,1000,939,Tom Hanks,24000,39692139,1440
Color,John Moore,228,103,212,248,Beau Bridges,15000,40687294,1441
Color,Andrew Niccol,360,109,487,3000,Olivia Wilde,20000,37553932,1442
Color,Alan Poul,148,104,16,584,Noureen DeWulf,1000,37481242,1443
Color,Luke Greenfield,128,112,42,196,Steve Howey,969,39026186,1444
,,,,,,,,,1445
Color,Gil Junger,46,95,19,447,Marsha Thomason,1000,33422806,1446
Color,Michael Ritchie,40,102,23,57,Vic Morrow,288,,1447
Color,Steven E. de Souza,63,102,133,690,Raul Julia,2000,33423521,1448
 Black and White,Roman Polanski,193,150,2000,95,Frank Finlay,396,32519322,1449
Color,Albert Hughes,208,122,117,140,Jason Flemyng,40000,31598308,1450
Color,Catherine Hardwicke,122,101,308,206,Hiam Abbass,446,37617947,1451
Color,Jaume Collet-Serra,228,108,174,324,Paris Hilton,730,32048809,1452
Color,Mike Nichols,212,98,0,23,Julia Roberts,20000,33987757,1453
Color,Clint Eastwood,392,137,16000,363,Naomi Watts,29000,37304950,1454
Color,Alexandre Aja,208,112,192,844,Cameron Boyce,1000,30691439,1455
Color,Michael Rymer,137,101,48,531,Lena Olin,775,30307804,1456
Color,Stephen Hopkins,119,103,81,636,Robert Davi,2000,30669413,1457
Color,Gregory Hoblit,195,101,40,398,Jesse Tyler Ferguson,2000,28687835,1458
Color,Hugh Wilson,95,112,37,480,Sissy Spacek,3000,26494611,1459
Color,Mike Hodges,100,111,24,455,William Hootkins,591,,1460
Color,Kevin Smith,164,102,0,769,Mike Starr,939,25266129,1461
Color,Rob Cohen,211,101,357,374,Chad Lindberg,907,25863915,1462
Color,Clint Eastwood,91,155,16000,229,Bob Gunton,18000,25078937,1463
Color,Scott Mann,44,93,8,558,Joshua Mikel,22000,,1464
Color,Susanna White,97,109,24,167,Bill Bailey,287,28995450,1465
Color,Danny DeVito,32,140,0,210,J.T. Walsh,436,24276500,1466
Color,Chris Carter,270,108,251,296,Callum Rennie,826,20981633,1467
Color,Tommy O'Haver,89,96,13,973,Steve Coogan,11000,22913677,1468
Color,Peter Landesman,219,123,15,745,Eddie Marsan,10000,34531832,1469
Color,John Singleton,180,106,309,63,Benjamin J. Cain Jr.,327,28064226,1470
Color,Gary Chapman,93,76,2,72,Olivia Williams,1000,19447478,1471
Color,Curtis Hanson,173,107,161,549,Rip Torn,21000,19389454,1472
Color,Craig Mazin,121,82,82,418,Tracy Morgan,1000,25871834,1473
Color,Allen Hughes,298,109,90,344,James Ransone,1000,19692608,1474
Color,Wes Craven,158,99,0,520,Portia de Rossi,1000,19294901,1475
Color,David Koepp,248,91,192,346,Dania Ramirez,23000,20275446,1476
Color,Anne Fletcher,155,87,98,253,Richard T. Jones,472,34507079,1477
Color,Shekhar Kapur,105,125,159,39,Lucy Gordon,3000,18306166,1478
Color,Taylor Hackford,224,118,138,458,Clifton Collins Jr.,26000,17609982,1479
Color,Richard Loncraine,129,98,12,663,Jon Favreau,4000,16831505,1480
Color,Roger Kumble,101,92,16,734,Brooke Shields,3000,17596256,1481
Color,Kimble Rendall,145,93,0,174,Cariba Heine,465,,1482
Color,Peter Yates,57,116,170,136,Alun Armstrong,14000,,1483
Color,Robert Redford,227,92,0,10000,Tom Cruise,11000,14998070,1484
Color,John Milius,13,115,468,150,Dann Florek,605,14587732,1485
Color,Jake Kasdan,171,120,52,134,Nat Faxon,553,18317151,1486
Color,Lasse Hallström,119,111,529,505,Scott Glenn,18000,11405825,1487
Color,Les Mayfield,44,94,10,141,Ronny Cox,694,13264986,1488
Color,Jean-Marc Vallée,188,100,212,919,Jim Broadbent,2000,10991381,1489
Color,Dominic Sena,166,101,57,230,Bashar Rahal,1000,10268846,1490
Color,Terrence Malick,584,139,0,687,Tye Sheridan,11000,13303319,1491
Color,Hark Tsui,67,91,85,105,Lela Rochon,635,10076136,1492
Color,David Ayer,233,109,453,120,Martin Donovan,1000,10499968,1493
Color,Brian Helgeland,112,102,241,127,Mark Addy,13000,7659747,1494
Color,Lexi Alexander,151,103,189,766,Wayne Knight,3000,7948159,1495
Color,Peter Hewitt,63,83,12,690,Rip Torn,2000,11631245,1496
Color,Robert Zemeckis,335,123,0,6,Soleyman Pierini,23000,10137502,1497
Color,Ronny Yu,24,101,31,448,Lee Arenberg,690,6448817,1498
Color,Ridley Scott,147,117,0,567,Albert Finney,883,7458269,1499
,,,,,,,,,1500
Color,Richard Donner,10,114,503,697,Thomas Ian Nicholas,2000,4651977,1501
Color,Taylor Hackford,12,330,138,672,Jesse Borrego,848,4496583,1502
Color,Bille August,50,121,55,918,Tom Wilkinson,1000,2221994,1503
Color,Brian De Palma,149,114,0,115,Gregg Henry,548,6592103,1504
 Black and White,Moustapha Akkad,24,156,278,249,Rod Steiger,695,,1505
Color,Jean-Paul Rappeneau,28,135,22,45,François Cluzet,837,1877179,1506
Color,Ang Lee,95,148,0,0,Jeffrey Dover,3,630779,1507
Color,Alejandro G. Iñárritu,288,148,0,7,Hanaa Bouchaib,30,5100937,1508
Color,Roland Joffé,10,109,596,282,Alice Englert,621,,1509
Color,Joachim Rønning,58,93,18,324,Sam Shepard,4000,,1510
Color,Tony Kaye,,,194,816,Aisha Tyler,970,,1511
Color,Wes Ball,297,113,47,129,Aml Ameen,988,102413606,1512
Color,Ken Scott,90,91,31,141,June Diane Raphael,1000,10214013,1513
Color,Martin Scorsese,56,139,17000,94,Geraldine Chaplin,554,32000000,1514
Color,Darren Aronofsky,274,96,0,1000,Ellen Burstyn,20000,10139254,1515
Color,Hugh Johnson,68,102,3,239,Kevin J. O'Connor,372,11227940,1516
Color,Simon West,98,96,165,566,Mark Valley,12000,183125,1517
Color,Hayao Miyazaki,256,101,6000,2,Yûki Amami,6,15081783,1518
Color,George Tillman Jr.,117,128,88,954,Melissa Benoist,989,37432299,1519
Color,Rand Ravich,107,109,7,1000,Charlize Theron,40000,10654581,1520
Color,Hugh Hudson,52,114,46,292,Eva Marie Saint,818,6543194,1521
Color,Gabriele Muccino,135,105,125,2000,Dennis Quaid,18000,13101142,1522
Color,Justin Chadwick,211,141,56,38,Fana Mokoena,113,8324748,1523
Color,Warren Beatty,57,195,631,521,Warren Beatty,635,,1524
Color,Rob Reiner,81,138,0,574,Demi Moore,10000,141340178,1525
Color,Andrzej Bartkowiak,107,101,43,655,Bill Duke,2000,51758599,1526
Color,Raja Gosnell,100,99,67,330,Cedric the Entertainer,826,117559438,1527
Color,Jeremy Degruson,60,85,0,11,Brianne Brozey,324,4091,1528
Color,Chris Gorak,195,89,21,48,Veronika Vernadskaya,614,21426805,1529
Color,Scott Speer,121,99,35,433,Stephen Boss,3000,35057332,1530
Color,David R. Ellis,285,105,160,491,Kenan Thompson,852,34014398,1531
Color,Joe Charbanic,103,97,10,178,Joseph Sikora,18000,28927720,1532
Color,Jonathan Hensleigh,192,140,36,336,Marco St. John,669,33682273,1533
Color,Danny Cannon,90,118,41,577,Kuno Becker,722,4280577,1534
Color,Boaz Yakin,258,94,132,317,Reggie Lee,26000,17120019,1535
Color,Mike Newell,56,124,179,551,Kurt Fuller,11000,8406264,1536
Color,Richard Marquand,197,134,37,504,Ian McDiarmid,11000,309125409,1537
Color,Neil Marshall,254,113,197,43,Jason Cope,165,10955425,1538
Color,Stephen Daldry,299,124,335,50,David Kross,14000,34180954,1539
Color,David Wain,163,98,136,833,Lauren Ambrose,1000,17225675,1540
Color,Jon Favreau,152,97,4000,8000,Zooey Deschanel,22000,173381405,1541
Color,Jon Turteltaub,53,123,226,796,Kyra Sedgwick,3000,104632573,1542
Color,Brian Levant,67,99,32,521,Nichelle Nichols,773,81150692,1543
Color,Richard Donner,88,101,503,1000,Alfre Woodard,13000,60328558,1544
Color,Jared Hess,163,92,100,327,Moises Arias,678,80197993,1545
Color,Paul Feig,371,131,176,460,Wendi McLendon-Covey,722,169076745,1546
Color,Evan Goldberg,418,107,133,9000,James Franco,17000,101470202,1547
Color,Rupert Wainwright,131,103,9,573,Enrico Colantoni,826,50041732,1548
Color,George Tillman Jr.,98,129,88,975,Charlize Theron,22000,48814909,1549
Color,John Luessenhop,119,107,34,1000,Hayden Christensen,23000,57744720,1550
Color,Justin Zackham,133,89,16,2000,Robert De Niro,49000,21784432,1551
Color,John Whitesell,88,113,14,534,Tony Curran,918,37911876,1552
Color,Duncan Jones,522,93,0,355,Cas Anvar,15000,54696902,1553
Color,Frank Marshall,43,120,155,240,Danny Nucci,344,36733909,1554
Color,Joel Schumacher,224,98,541,897,Virginia Madsen,8000,35063732,1555
Color,Jean-Pierre Jeunet,122,105,0,223,Julian Richings,716,99462,1556
Color,Steven Spielberg,56,142,14000,642,John Belushi,16000,,1557
Color,John Gatins,75,98,61,83,Freddy Rodríguez,649,32701088,1558
Color,David Cronenberg,441,96,0,882,Kyle Schmid,10000,31493782,1559
Color,Louis Leterrier,163,87,255,810,Jason Flemyng,26000,43095600,1560
 Black and White,Sam Raimi,63,107,0,159,Pat Hingle,29000,18636537,1561
Color,Peter Howitt,90,90,29,142,Mike Doyle,638,17848322,1562
Color,Martin Scorsese,163,121,17000,245,Marc Anthony,12000,16640210,1563
Color,Miguel Sapochnik,197,119,238,447,RZA,1000,13763130,1564
Color,Hyung-rae Shim,93,107,26,535,Aimee Garcia,889,10956379,1565
Color,Norman Jewison,15,110,278,179,Nancy Travis,3000,4357000,1566
Color,Don Scardino,260,100,35,7000,Olivia Wilde,12000,22525921,1567
Color,Mark Dindal,18,75,10,826,Frank Welker,3000,3562749,1568
Color,Tim Robbins,70,132,0,876,Vanessa Redgrave,13000,2899970,1569
 Black and White,Steven Soderbergh,183,105,0,308,Beau Bridges,845,1304837,1570
Color,Tom Reeve,12,93,0,239,Rollo Weeks,330,,1571
Color,Francis Ford Coppola,261,289,0,3000,Marlon Brando,11000,78800000,1572
Color,Nanette Burstein,167,102,8,472,Kelli Garner,839,17797316,1573
Color,Stephen Herek,42,143,65,320,Olympia Dukakis,975,82528097,1574
Color,Ariel Vromen,130,113,34,24,Jordi Mollà,10000,14268533,1575
Color,Sydney Pollack,66,161,521,184,Michael Gough,11000,87100000,1576
Color,Robert Zemeckis,449,138,0,874,Bruce Greenwood,18000,93749203,1577
Color,Lewis Gilbert,121,126,43,177,Lois Chiles,244,62700000,1578
Color,Wes Anderson,536,99,0,670,Tom Wilkinson,13000,59073773,1579
Color,Scott Hicks,135,101,96,442,Mika Boorem,12000,24185781,1580
Color,Frank Marshall,74,103,155,125,Peter Jason,687,53133888,1581
Color,Gregory Hoblit,168,118,40,617,Andre Braugher,2000,44983704,1582
Color,Paul Feig,464,116,176,322,Kate McKinnon,783,118099659,1583
Color,John Francis Daley,204,99,0,816,Norman Reedus,26000,58879132,1584
Color,Barry Sonnenfeld,96,105,188,482,Rene Russo,848,72077000,1585
 Black and White,Rob Marshall,223,113,252,90,Chita Rivera,539,170684505,1586
Color,Dennis Dugan,112,93,221,781,Adam Sandler,12000,163479795,1587
Color,J.B. Rogers,142,108,6,1000,Shannon Elizabeth,3000,145096820,1588
Color,John Lasseter,166,74,487,802,John Ratzenberger,15000,191796233,1589
Color,Jan de Bont,114,116,101,780,Alan Ruck,18000,121248145,1590
Color,Michael Sucsy,214,104,23,281,Lucas Bryant,17000,125014030,1591
Color,Tom Vaughan,126,106,12,946,Brendan Fraser,11000,11854694,1592
Color,Boaz Yakin,157,120,132,1000,Denzel Washington,33000,115648585,1593
Color,John McTiernan,104,135,323,495,Jeffrey Jones,826,122012643,1594
Color,Lee Daniels,304,132,304,898,David Oyelowo,15000,116631310,1595
 Black and White,Rawson Marshall Thurber,191,92,43,936,Stephen Root,989,114324072,1596
Color,Barry Sonnenfeld,55,99,188,436,Raul Julia,1000,113502246,1597
Color,Steve Oedekerk,59,90,176,460,Bob Gunton,531,108360000,1598
Color,Garry Marshall,108,111,0,529,Hector Elizondo,11000,108244774,1599
Color,Hugh Wilson,50,103,37,452,Elizabeth Berkley,944,105444419,1600
Color,David Fincher,216,127,21000,360,Brad Pitt,11000,100125340,1601
Color,Neill Blomkamp,472,112,662,107,Jed Brophy,2000,115646235,1602
Color,Stephen Hillenburg,89,87,47,217,Bill Fagerbakke,19000,85416609,1603
Color,Clint Eastwood,229,138,16000,262,Spencer Treat Clark,616,90135191,1604
Color,Clint Eastwood,268,132,16000,567,Morgan Freeman,16000,100422786,1605
Color,Harold Ramis,145,103,11000,636,Chazz Palminteri,22000,106694016,1606
Color,Nick Cassavetes,177,123,415,545,Kevin Connolly,33000,64286,1607
Color,Anne Fletcher,175,111,98,71,Bern Cohen,2000,76806312,1608
Color,Peter Chelsom,131,102,23,635,Vanessa Williams,1000,79566871,1609
Color,Stig Bergqvist,41,78,0,786,Casey Kasem,971,76501438,1610
Color,Barbra Streisand,30,132,0,252,Blythe Danner,769,74787599,1611
Color,Edward Zwick,57,133,380,918,Brad Pitt,12000,66528842,1612
Color,Jason Reitman,391,108,655,940,Anna Kendrick,24000,83813460,1613
Color,Alexander Payne,217,125,729,322,June Squibb,442,65010106,1614
Color,Jonathan Levine,452,98,129,7,Vincent Leclerc,303,66359959,1615
Color,Rian Johnson,589,119,0,502,Bruce Willis,23000,66468315,1616
Color,Chris Weitz,61,87,129,560,Mark Addy,979,64172251,1617
Color,Chris Noonan,79,91,108,204,Christine Cavanaugh,405,66600000,1618
Color,David Frankel,234,100,64,329,Steve Carell,11000,63536011,1619
Color,Nicholas Stoller,253,118,89,344,Jack McBrayer,15000,62877175,1620
,,,,,,,,,1621
Color,John Singleton,123,109,309,482,Tony Nappo,1000,74484168,1622
Color,Michael McCullers,145,99,5,966,Amy Poehler,2000,60269340,1623
Color,Forest Whitaker,65,114,0,545,Harry Connick Jr.,970,60033780,1624
Color,Gary Winick,152,89,56,545,Steve Howey,11000,58715510,1625
Color,Steven Brill,94,95,65,246,Scott Adsit,506,58156435,1626
Color,Gary Winick,119,98,56,533,Judy Greer,3000,56044241,1627
Color,Woody Allen,487,94,11000,183,Audrey Fleurot,617,56816662,1628
Color,Peter Lepeniotis,121,85,7,691,Brendan Fraser,14000,64238770,1629
Color,Ted Demme,147,124,47,877,Ethan Suplee,40000,52937130,1630
Color,Luis Mandoki,85,131,43,362,John Savage,18000,52799004,1631
Color,William Shatner,98,107,0,643,Nichelle Nichols,12000,55210049,1632
Color,John Schultz,39,99,13,837,Robert Forster,1000,51432423,1633
Color,Peter Segal,43,83,88,348,Fred Ward,3000,51109400,1634
Color,John Glen,108,131,46,433,Alison Doody,1000,50300000,1635
Color,Steve Box,209,85,9,100,Geraldine McEwan,567,56068547,1636
Color,Richard LaGravenese,131,126,98,37,Harry Connick Jr.,18000,53680848,1637
Color,Frederik Du Chau,73,102,7,521,Frankie Muniz,984,49186871,1638
Color,Joe Wright,316,123,456,286,Alfie Allen,19000,50921738,1639
Color,Gary Winick,159,105,56,22,Marcia DeBonis,898,53021560,1640
Color,Ridley Scott,63,125,0,237,Ken Takakura,939,45645204,1641
Color,Bobby Farrelly,162,92,101,760,Larry David,971,44328238,1642
Color,Tim Burton,267,77,13000,973,Christopher Lee,40000,53337608,1643
Color,James Gartner,95,118,0,543,Austin Nichols,696,42643187,1644
Color,Denis Villeneuve,478,121,777,219,Bernardo Saracino,455,46875468,1645
Color,Antoine Fuqua,305,124,845,424,50 Cent,15000,52418902,1646
Color,Sam Raimi,397,99,0,828,Alison Lohman,2000,42057340,1647
Color,Lee Toland Krieger,214,112,43,1000,Michiel Huisman,11000,42478175,1648
Color,Tim McCanlies,82,111,23,1000,Robert Duvall,3000,41407470,1649
Color,Jon M. Chu,138,107,209,357,Stephen Boss,2000,42385520,1650
Color,John Stockwell,69,104,134,64,Mika Boorem,585,40118420,1651
Color,Marc Forster,253,113,395,77,Christian Stolte,8000,40137776,1652
Color,David Slade,304,113,171,63,Mark Rendall,430,39568996,1653
Color,Drew Goddard,634,95,246,751,Bradley Whitford,26000,42043633,1654
Color,Jason Friedberg,111,86,82,362,Diedrich Bader,869,38232624,1655
Color,Martin Brest,77,126,102,497,Yaphet Kotto,22000,38413606,1656
Color,Paul Michael Glaser,120,101,343,384,Maria Conchita Alonso,581,38122105,1657
Color,Frank Oz,63,102,0,413,Jim Belushi,13000,38747385,1658
Color,Joe Wright,417,111,456,21,Vicky Krieps,157,40247512,1659
,,,,,,,,,1660
Color,John R. Leonetti,59,95,40,342,Talisa Soto,663,35927406,1661
Color,Tom Hanks,218,98,15000,392,Rob Riggle,15000,35565975,1662
Color,Kimberly Peirce,359,100,108,534,Judy Greer,17000,35266619,1663
Color,Liz Friedlander,101,118,3,439,Yaya DaCosta,1000,34703228,1664
,,,,,,,,,1665
Color,Phil Joanou,85,125,21,581,Jurnee Smollett-Bell,12000,38432823,1666
Color,Sam Weisman,64,94,39,506,Larry Miller,1000,32095318,1667
Color,Shane Acker,263,79,30,265,Alan Oppenheimer,940,31743332,1668
Color,Steven Soderbergh,450,106,0,273,David Costabile,17000,32154410,1669
Color,Martha Coolidge,85,111,57,438,Miranda Richardson,1000,28165882,1670
Color,Stephen J. Anderson,162,63,15,69,Robert Lopez,759,26687172,1671
Color,Troy Miller,85,85,14,244,Mimi Rogers,577,26096584,1672
Color,Warren Beatty,110,108,631,95,Kirk Baltz,631,26525834,1673
Color,Tate Taylor,165,139,150,400,Josh Hopkins,521,30513940,1674
Color,Carl Franklin,64,127,73,433,William Hurt,11000,23209440,1675
Color,Brett Leonard,44,106,32,650,Costas Mandylor,18000,24048000,1676
Color,Ivan Reitman,147,95,425,560,Eddie Izzard,973,22526144,1677
Color,Scott Derrickson,242,118,301,897,Dorian Missick,2000,30523568,1678
Color,Alister Grierson,244,108,24,653,Rhys Wakefield,2000,23070045,1679
Color,Nick Hurran,73,105,34,642,Kevin Sussman,1000,20422207,1680
Color,Nicholas Stoller,232,131,89,372,Jacki Weaver,2000,28644770,1681
Color,Charles Stone III,63,104,30,635,Chris Noth,1000,21800302,1682
Color,Paul Haggis,239,133,549,343,Daniel Stern,10000,21129348,1683
Color,Kurt Wimmer,158,94,110,277,Cameron Bright,14000,18500966,1684
Color,Jean-François Richet,152,109,25,431,Drea de Matteo,954,19976073,1685
Color,Antoine Fuqua,105,96,845,488,Clifton Collins Jr.,978,18967571,1686
Color,Kevin Hooks,36,105,114,537,Stephen Baldwin,4000,17100000,1687
Color,Ellory Elkayem,181,99,11,762,Doug E. Doug,19000,17266505,1688
Color,Edward Zwick,219,112,380,2000,Anne Hathaway,15000,32357532,1689
Color,Jon Avnet,158,108,50,494,Alicia Witt,14000,16930884,1690
Color,Niki Caro,155,126,51,874,Charlize Theron,10000,18324242,1691
Color,Howard Deutch,74,98,41,900,Matthew Perry,13000,16323969,1692
Color,Vincenzo Natali,368,104,165,559,David Hewlett,900,16999046,1693
Color,Willard Huyck,81,110,8,322,Jeffrey Jones,1000,16295774,1694
Color,Gavin O'Connor,154,130,149,798,Rick Gonzalez,1000,15709385,1695
Color,Bruce Hunt,140,93,2,258,Cole Hauser,849,14888028,1696
Color,Rob Reiner,73,96,0,130,Lobo Sebastian,372,14208384,1697
Color,Paul McGuigan,98,114,118,40,Christopher Cousins,489,12831121,1698
Color,Craig Gillespie,358,106,44,133,Reid Ewing,596,18298649,1699
Color,Terrence Malick,222,150,0,855,Michael Greyeyes,23000,12712093,1700
Color,Chris Roberts,85,100,38,362,David Suchet,811,11576087,1701
Color,Neil Jordan,62,100,277,210,Aidan Quinn,21000,11900000,1702
Color,James Wong,130,100,70,99,Texas Battle,473,9353573,1703
Color,Jee-woon Kim,376,107,419,165,James Burnett,971,12026670,1704
Color,Nick Hamm,130,102,6,353,Cameron Bright,22000,14334645,1705
Color,Andy Cadiff,65,101,3,120,Stark Sands,448,12189514,1706
Color,Mike Disa,77,86,6,843,Phil LaMarr,1000,10134754,1707
Color,Lasse Hallström,107,108,529,83,Camryn Manheim,11000,8535575,1708
Color,Terry Gilliam,292,123,0,645,Lily Cole,10000,7689458,1709
Color,Richard J. Lewis,193,134,12,329,Atom Egoyan,891,7501404,1710
,,,,,,,,,1711
Color,Brad Furman,184,88,65,681,John Heard,3000,19316646,1712
Color,Peter Howitt,123,109,29,91,Richard Roundtree,779,10965209,1713
Color,Edward Zwick,60,122,380,2000,Morgan Freeman,18000,26830000,1714
Color,Sergio Leone,111,251,0,642,Burt Young,22000,5300000,1715
Color,Niels Arden Oplev,217,118,76,174,Isabelle Huppert,3000,10880926,1716
Color,Michael Radford,117,131,53,548,Mackenzie Crook,14000,3752725,1717
Color,Neil Jordan,105,109,277,345,Saïd Taghmaoui,2000,3517797,1718
Color,Steve Boyum,41,80,9,826,Mike Vogel,17000,3101301,1719
Color,Chris Noonan,124,88,108,135,Bill Paterson,876,2975649,1720
Color,Kaige Chen,90,103,45,107,Toby Leonard Moore,489,668171,1721
Color,Corey Yuen,110,87,23,748,Holly Valance,826,480314,1722
Color,Andrew Dominik,273,160,181,820,Jeremy Renner,11000,3904982,1723
Color,Li Zhang,63,121,0,187,Joan Chen,974,127437,1724
Color,Laurent Tirard,56,91,2,55,Sandrine Kiberlain,295,,1725
Color,Simon West,130,92,165,700,Michael Angarano,26000,,1726
Color,Marc Forster,134,129,395,313,Madeline Carroll,18000,537580,1727
Color,Reinhard Klooss,36,93,7,480,Vanessa Redgrave,1000,,1728
Color,Bille August,46,118,55,11,Patrick Lyster,113,,1729
Color,Frédéric Auburtin,7,110,18,432,Thomas Kretschmann,922,,1730
Color,Olivier Dahan,132,103,61,520,Frank Langella,963,,1731
Color,Maksim Fadeev,5,85,0,21,Fedor Bondarchuk,114,,1732
Color,Liliana Cavani,56,110,59,24,Dougray Scott,1000,,1733
Color,Greg Tiernan,65,89,5,365,Salma Hayek,11000,,1734
Color,Elizabeth Banks,221,115,0,751,Birgitte Hjort Sørensen,10000,183436380,1735
Color,James Mangold,291,153,446,154,Dallas Roberts,523,119518352,1736
,,,,,,,,,1737
Color,Edward Norton,148,128,0,754,Milos Forman,955,37036404,1738
Color,Peter Hewitt,42,89,12,373,Bradley Pierce,1000,22359293,1739
Color,Ron Howard,302,122,2000,1000,Clint Howard,2000,18593156,1740
Color,George Clooney,181,113,0,89,David Julian Hirsh,504,,1741
Color,Reginald Hudlin,64,99,71,584,Jerry Stiller,2000,16930185,1742
Color,Ben Falcone,154,99,265,265,Tyler Labine,22000,63034755,1743
Color,Richard Attenborough,17,147,0,400,Kevin McNally,18000,5899797,1744
 Black and White,Lawrence Kasdan,65,112,759,933,Alfre Woodard,11000,4554569,1745
Color,Don Mancini,148,88,64,363,Billy Boyd,1000,17016190,1746
Color,John Maybury,161,94,11,566,Jason Lewis,1000,6301131,1747
Color,Ron Clements,124,90,63,631,Frank Welker,49000,217350219,1748
Color,F. Gary Gray,349,167,473,303,Neil Brown Jr.,559,161029270,1749
Color,Steven Spielberg,148,118,14000,237,Amrish Puri,11000,179870271,1750
Color,Igor Kovalyov,45,83,5,368,Cree Summer,971,100491683,1751
Color,Lee Tamahori,133,104,93,878,Billy Burke,11000,74058698,1752
Color,Stephen Frears,87,110,350,83,Nina Arianda,11000,,1753
Color,Robert Rodriguez,178,102,0,876,Salma Hayek,40000,55845943,1754
Color,John McTiernan,233,131,323,541,Bruce Willis,25000,81350242,1755
Color,David Wain,173,101,136,526,Ken Marino,833,67266300,1756
Color,Adam McKay,426,130,285,767,Christian Bale,33000,70235322,1757
Color,Ang Lee,210,120,0,210,Kevin Chamberlin,579,7443007,1758
Color,Gavin O'Connor,129,135,149,250,Noah Emmerich,639,64371181,1759
Color,Zack Snyder,287,110,0,1000,Kevin Zegers,3000,58885635,1760
Color,Adam Shankman,108,103,163,968,Judy Greer,11000,60400856,1761
Color,Shinji Aramaki,62,115,21,47,Yû Aoi,173,,1762
Color,Wes Anderson,220,110,0,327,Anjelica Huston,13000,52353636,1763
Color,James Mangold,136,91,446,660,Rebecca De Mornay,1000,51475962,1764
Color,Jon Turteltaub,222,105,226,966,Morgan Freeman,22000,63910583,1765
Color,John Glen,112,127,46,244,Topol,844,62300000,1766
